election_cycle,transaction_year,transaction_month,cand_id,bioguide_id,total_raised,transaction_count
2016,2015,,H2TX01062,,4585,9
2016,2015,,H2TX03118,J000174,122605,153
2016,2015,,H2TX03126,S000250,605574,457
2016,2015,,H2TX05121,H001036,608273,488
2016,2015,,H2TX07036,,10095,17
2016,2015,,H2TX14149,W000814,221448,192
2016,2015,,H2TX15047,,1000,1
2016,2015,,H2TX16185,O000170,248508,297
2016,2015,,H2TX23082,C001063,387361,393
2016,2015,,H2TX23124,G000572,410360,447
2016,2015,,H2TX26093,B001248,115294,167
2016,2015,,H2TX27158,,10,1
2016,2015,,H2TX27190,V000132,310659,212
2016,2015,,H2TX29030,G000410,116960,104
2016,2015,,H2TX31044,C001051,44725,46
2016,2015,,H2TX33040,W000816,651688,587
2016,2015,,H2TX33073,V000131,359204,440
2016,2015,,H2TX35011,C001091,219275,362
2016,2015,,H2TX36134,,3970,6
2016,2015,,H2UT01094,B001250,221549,193
2016,2015,,H2UT02324,S001192,27794,25
2016,2015,,H2UT04023,L000584,492618,1777
2016,2015,,H2VA04052,F000445,295751,353
2016,2015,,H2VA06115,G000289,337419,294
2016,2015,,H2VA11164,,235,13
2016,2015,,H2VI00082,P000610,81934,65
2016,2015,,H2WA06129,K000381,416102,532
2016,2015,,H2WA10048,,3525,23
2016,2015,,H2WI01084,,2892,4
2016,2015,,H2WI02124,P000607,75492,255
2016,2015,,H4AL01123,B001289,225825,266
2016,2015,,H4AL03061,,250,1
2016,2015,,H4AL06098,P000609,470650,304
2016,2015,,H4AR02141,H001072,355125,426
2016,2015,,H4AR04048,W000821,97510,127
2016,2015,,H4AS00036,R000600,7700,3
2016,2015,,H4AZ01038,S000018,154157,185
2016,2015,,H4AZ02143,,222,1
2016,2015,,H4AZ04024,F000448,49850,49
2016,2015,,H4AZ06045,S001183,110985,121
2016,2015,,H4AZ07043,G000574,120513,181
2016,2015,,H4AZ07050,,6661,10
2016,2015,,H4CA01074,,782,6
2016,2015,,H4CA02098,,250,1
2016,2015,,H4CA03096,,850,1
2016,2015,,H4CA07055,,6550,4
2016,2015,,H4CA09069,,1080,1
2016,2015,,H4CA10075,,163565,307
2016,2015,,H4CA11081,M001166,287460,392
2016,2015,,H4CA12055,K000389,2139373,1041
2016,2015,,H4CA12139,,450,2
2016,2015,,H4CA16049,L000397,143608,143
2016,2015,,H4CA16106,,20250,6
2016,2015,,H4CA17021,F000030,63960,85
2016,2015,,H4CA20082,C001059,13500,11
2016,2015,,H4CA23011,W000187,43600,52
2016,2015,,H4CA24142,,88150,53
2016,2015,,H4CA24159,,6509,6
2016,2015,,H4CA25107,,9050,12
2016,2015,,H4CA25123,K000387,183623,206
2016,2015,,H4CA26147,,1000,1
2016,2015,,H4CA31071,,158649,233
2016,2015,,H4CA33085,,253983,12
2016,2015,,H4CA33101,,0,6
2016,2015,,H4CA33143,,5200,2
2016,2015,,H4CA35031,T000474,103173,97
2016,2015,,H4CA41138,,4065,2
2016,2015,,H4CA42060,,1350,5
2016,2015,,H4CA42086,,8666,14
2016,2015,,H4CA45097,W000820,88801,79
2016,2015,,H4CA46129,,17650,4
2016,2015,,H4CA48042,,19260,63
2016,2015,,H4CA49107,,92769,9
2016,2015,,H4CA52051,,-2400,3
2016,2015,,H4CA52069,,37886,6
2016,2015,,H4CO04090,B001297,204301,231
2016,2015,,H4CO07036,,650,2
2016,2015,,H4FL02062,G000575,542822,1211
2016,2015,,H4FL09083,,4700,1
2016,2015,,H4FL11063,,635,5
2016,2015,,H4FL11071,,740,2
2016,2015,,H4FL13077,,300,1
2016,2015,,H4FL13093,,-4900,6
2016,2015,,H4FL13101,J000296,365618,414
2016,2015,,H4FL13135,,500,1
2016,2015,,H4FL17037,,1300,3
2016,2015,,H4FL18068,,500,1
2016,2015,,H4FL19058,,18892,36
2016,2015,,H4FL19074,C001102,311381,371
2016,2015,,H4FL20023,W000797,227924,453
2016,2015,,H4FL20064,,2667,5
2016,2015,,H4FL22086,,3186,4
2016,2015,,H4FL22110,,1000,3
2016,2015,,H4FL23076,,645,2
2016,2015,,H4FL26038,C001107,277290,258
2016,2015,,H4GA01039,C001103,212380,342
2016,2015,,H4GA08067,W000796,158152,148
2016,2015,,H4GA11053,B000169,2600,1
2016,2015,,H4GA11061,L000583,97288,161
2016,2015,,H4GA11087,,200,1
2016,2015,,H4GA12010,B001252,480,1
2016,2015,,H4HI01134,T000473,341318,460
2016,2015,,H4HI01175,,4705,1
2016,2015,,H4IA01069,M001191,59828,170
2016,2015,,H4IA01069,M001168,59828,170
2016,2015,,H4IA01077,,307661,808
2016,2015,,H4IA03115,Y000066,51479,71
2016,2015,,H4IA05102,L000111,10400,4
2016,2015,,H4IL03077,L000563,8251,12
2016,2015,,H4IL07037,D000096,10000,15
2016,2015,,H4IL18109,,12244,10
2016,2015,,H4IN01012,V000108,47600,54
2016,2015,,H4IN05112,,84,4
2016,2015,,H4KS01059,,12000,18
2016,2015,,H4KS02115,,1000,1
2016,2015,,H4KY01073,,850,2
2016,2015,,H4KY02089,,600,1
2016,2015,,H4KY06130,,98142,1
2016,2015,,H4LA05080,,5819,14
2016,2015,,H4LA05130,M001192,9800,1
2016,2015,,H4LA05221,A000374,9950,12
2016,2015,,H4LA05247,,500,1
2016,2015,,H4LA06153,G000577,107061,145
2016,2015,,H4LA06179,,1000,1
2016,2015,,H4MA03022,M000312,135911,393
2016,2015,,H4MA05084,C001101,164098,185
2016,2015,,H4MA06033,T000266,0,12
2016,2015,,H4MA06090,M001196,852790,896
2016,2015,,H4MD01101,,342,10
2016,2015,,H4MD04113,,41937,18
2016,2015,,H4MD06191,,4000,1
2016,2015,,H4MD06209,,4294,2
2016,2015,,H4ME02200,,413653,1083
2016,2015,,H4ME02218,,268,1
2016,2015,,H4MI02104,,10,1
2016,2015,,H4MI04118,M001201,139118,26
2016,2015,,H4MI04126,M001194,172602,234
2016,2015,,H4MI07103,W000798,207892,186
2016,2015,,H4MI11097,T000475,217075,151
2016,2015,,H4MI12079,D000624,71448,124
2016,2015,,H4MI14117,,1000,1
2016,2015,,H4MN06087,E000294,172284,269
2016,2015,,H4MN08083,,185155,123
2016,2015,,H4MO04138,,1000,3
2016,2015,,H4MO05234,C001061,28400,37
2016,2015,,H4MO08162,S001195,44850,65
2016,2015,,H4MS02068,T000193,45410,64
2016,2015,,H4MT01041,Z000018,706168,3569
2016,2015,,H4NC01046,B001251,51150,66
2016,2015,,H4NC01095,,30,1
2016,2015,,H4NC03059,,184750,151
2016,2015,,H4NC05146,F000450,263800,311
2016,2015,,H4NC06052,W000819,210826,241
2016,2015,,H4NC06102,,14600,11
2016,2015,,H4NC06144,,2751,5
2016,2015,,H4NC10047,M001156,609685,566
2016,2015,,H4NC10104,,550,2
2016,2015,,H4NC12084,,34,1
2016,2015,,H4NC12100,A000370,67018,118
2016,2015,,H4NC12134,,3500,5
2016,2015,,H4NC12142,,2100,7
2016,2015,,H4NE01064,F000449,211379,205
2016,2015,,H4NE02054,A000373,139458,329
2016,2015,,H4NH01219,,190200,135
2016,2015,,H4NJ01084,N000188,110698,113
2016,2015,,H4NJ02140,,1000,1
2016,2015,,H4NJ05135,,3800,8
2016,2015,,H4NJ09095,,11100,6
2016,2015,,H4NJ12149,W000822,57843,152
2016,2015,,H4NV01153,,11850,25
2016,2015,,H4NV04017,H001070,431587,301
2016,2015,,H4NY04075,R000602,348706,270
2016,2015,,H4NY21079,S001196,420316,440
2016,2015,,H4NY24073,K000386,218465,400
2016,2015,,H4NY27076,H001038,131400,211
2016,2015,,H4NY29098,,9500,11
2016,2015,,H4OH04046,,750,2
2016,2015,,H4OH14094,,3888,11
2016,2015,,H4OH14110,,91000,87
2016,2015,,H4OK05108,,400,1
2016,2015,,H4OK05132,R000604,56170,73
2016,2015,,H4OK06056,L000491,197237,257
2016,2015,,H4PA05062,,5472,13
2016,2015,,H4PA06052,,37850,52
2016,2015,,H4PA07092,,7776,38
2016,2015,,H4PA08116,,598569,1830
2016,2015,,H4PA09056,,37500,32
2016,2015,,H4PA12043,,32600,48
2016,2015,,H4PA13199,B001296,181084,230
2016,2015,,H4PA15087,D000604,114635,117
2016,2015,,H4PA17125,,6072,4
2016,2015,,H4PA18131,D000482,19667,35
2016,2015,,H4PR00095,,22000,32
2016,2015,,H4RI01133,,1750,10
2016,2015,,H4SC01073,S000051,244294,228
2016,2015,,H4SC02055,,250,1
2016,2015,,H4TN04155,,10995,25
2016,2015,,H4TX02108,P000592,151650,175
2016,2015,,H4TX04039,G000552,59443,70
2016,2015,,H4TX04153,R000601,48742,65
2016,2015,,H4TX06117,B000213,291595,228
2016,2015,,H4TX10028,D000399,240346,294
2016,2015,,H4TX10093,M001157,535928,441
2016,2015,,H4TX14079,,74300,30
2016,2015,,H4TX18054,J000032,2000,3
2016,2015,,H4TX19102,N000182,52400,58
2016,2015,,H4TX19136,C001062,217598,247
2016,2015,,H4TX19185,,20600,30
2016,2015,,H4TX21041,,6405,10
2016,2015,,H4TX24094,M001158,25000,21
2016,2015,,H4TX33012,,500,1
2016,2015,,H4UT04011,,503476,507
2016,2015,,H4VA02052,,4000,9
2016,2015,,H4VA07143,B001290,264174,417
2016,2015,,H4VA07150,,2530,15
2016,2015,,H4VA08216,,50,1
2016,2015,,H4VA08224,B001292,427152,364
2016,2015,,H4VA10089,C001105,730708,492
2016,2015,,H4VA10113,,12000,1
2016,2015,,H4VA11087,,3600,25
2016,2015,,H4VI00146,,1200,1
2016,2015,,H4WA04104,N000189,76950,134
2016,2015,,H4WA06075,,5000,1
2016,2015,,H4WA07073,,324,1
2016,2015,,H4WA08071,R000578,228230,279
2016,2015,,H4WA08121,,19778,58
2016,2015,,H4WA09061,,750,6
2016,2015,,H4WI03144,,2200,2
2016,2015,,H4WI04183,M001160,45975,76
2016,2015,,H4WI07095,,25,1
2016,2015,,H4WV02080,M001195,46120,91
2016,2015,,H4WV02122,,2150,5
2016,2015,,H4WV03070,J000297,244350,287
2016,2015,,H6AK00045,Y000033,173150,200
2016,2015,,H6AL02159,,6913,7
2016,2015,,H6AL04098,A000055,38530,53
2016,2015,,H6AL04148,,3500,1
2016,2015,,H6AL05202,,9889,13
2016,2015,,H6AR02252,,480,14
2016,2015,,H6AZ01199,O000171,106637,91
2016,2015,,H6AZ01223,M000090,73355,33
2016,2015,,H6AZ02171,,60754,172
2016,2015,,H6AZ02189,,330901,468
2016,2015,,H6AZ03187,,1250,2
2016,2015,,H6AZ04177,,4190,6
2016,2015,,H6AZ08178,,900,3
2016,2015,,H6CA01178,,7800,7
2016,2015,,H6CA03117,,79619,52
2016,2015,,H6CA05195,M001163,148985,122
2016,2015,,H6CA09098,,12385,30
2016,2015,,H6CA12175,,4019,12
2016,2015,,H6CA16135,,88799,103
2016,2015,,H6CA17141,,3626,2
2016,2015,,H6CA20145,,11021,21
2016,2015,,H6CA20152,P000613,233160,143
2016,2015,,H6CA21192,,5450,8
2016,2015,,H6CA21200,,4950,6
2016,2015,,H6CA22125,M001165,91600,64
2016,2015,,H6CA23206,,3966,3
2016,2015,,H6CA24113,S000344,409574,398
2016,2015,,H6CA24287,,17244,25
2016,2015,,H6CA24311,,236131,296
2016,2015,,H6CA25151,,41880,78
2016,2015,,H6CA25169,,48298,95
2016,2015,,H6CA29203,,2100,2
2016,2015,,H6CA36174,,45070,27
2016,2015,,H6CA39020,R000487,345890,327
2016,2015,,H6CA40234,,503,1
2016,2015,,H6CA44103,B001300,167431,406
2016,2015,,H6CA44111,,30129,37
2016,2015,,H6CA44129,,5050,4
2016,2015,,H6CA46033,S000030,132189,103
2016,2015,,H6CA46108,,3600,4
2016,2015,,H6CA46116,C001110,50624,71
2016,2015,,H6CA46124,,2507,6
2016,2015,,H6CA46132,,84736,99
2016,2015,,H6CA46140,,56871,81
2016,2015,,H6CA48237,,11350,10
2016,2015,,H6CA49102,,32250,34
2016,2015,,H6CA51066,,2303,2
2016,2015,,H6CA52114,,103444,113
2016,2015,,H6CA53047,,6875,16
2016,2015,,H6CA53054,,34579,68
2016,2015,,H6CA53062,,707,5
2016,2015,,H6CO01141,D000197,89675,118
2016,2015,,H6CO01208,,3400,8
2016,2015,,H6CO03139,T000470,88550,73
2016,2015,,H6CO05159,L000564,88402,88
2016,2015,,H6CO06017,,2850,2
2016,2015,,H6CO06058,,266257,378
2016,2015,,H6CO07023,P000593,123820,172
2016,2015,,H6DE00198,,38310,70
2016,2015,,H6DE00206,B001303,95827,104
2016,2015,,H6DE01089,,179876,236
2016,2015,,H6FL01101,,750,2
2016,2015,,H6FL02208,D000628,550068,614
2016,2015,,H6FL03057,,5650,3
2016,2015,,H6FL05169,,2025,4
2016,2015,,H6FL05177,,2000,3
2016,2015,,H6FL05193,,1000,1
2016,2015,,H6FL06100,,218560,290
2016,2015,,H6FL06118,,58750,45
2016,2015,,H6FL06134,,2550,6
2016,2015,,H6FL06159,,11951,15
2016,2015,,H6FL07116,,35250,30
2016,2015,,H6FL08213,G000556,203213,2210
2016,2015,,H6FL09070,B001257,36568,52
2016,2015,,H6FL09153,,7150,5
2016,2015,,H6FL09161,,94298,171
2016,2015,,H6FL09179,S001200,151170,178
2016,2015,,H6FL09187,,48900,49
2016,2015,,H6FL09203,,6900,7
2016,2015,,H6FL09211,,181,2
2016,2015,,H6FL10151,,1275,6
2016,2015,,H6FL11126,C001066,46955,105
2016,2015,,H6FL13148,B001260,603582,488
2016,2015,,H6FL13205,C001111,446798,290
2016,2015,,H6FL14104,,375,2
2016,2015,,H6FL18048,,60950,80
2016,2015,,H6FL18055,,336954,258
2016,2015,,H6FL18071,,265113,228
2016,2015,,H6FL18089,,137681,127
2016,2015,,H6FL18097,M001199,63900,46
2016,2015,,H6FL18105,,172064,228
2016,2015,,H6FL18113,,277323,398
2016,2015,,H6FL18121,,1907,1
2016,2015,,H6FL18139,,194500,123
2016,2015,,H6FL18147,,1421799,158
2016,2015,,H6FL22073,,90228,89
2016,2015,,H6FL23071,,1512,8
2016,2015,,H6FL24038,,14802,22
2016,2015,,H6FL25027,,4105,9
2016,2015,,H6FL27015,,4750,5
2016,2015,,H6GA04129,J000288,11280,27
2016,2015,,H6GA05217,L000287,149125,122
2016,2015,,H6GA05290,,1851,8
2016,2015,,H6GA09243,B001262,1500,2
2016,2015,,H6GA14011,,800,3
2016,2015,,H6IA01155,,674789,311
2016,2015,,H6IA01163,,44365,144
2016,2015,,H6IA02146,L000565,246737,711
2016,2015,,H6IA03235,,8400,11
2016,2015,,H6IA03243,,27234,25
2016,2015,,H6IA04134,,12500,11
2016,2015,,H6IL01167,,55800,53
2016,2015,,H6IL03130,,4700,16
2016,2015,,H6IL04138,,3131,33
2016,2015,,H6IL04146,,750,2
2016,2015,,H6IL05150,,1000,1
2016,2015,,H6IL05168,,1500,2
2016,2015,,H6IL06117,R000580,428174,468
2016,2015,,H6IL06141,D000622,141485,139
2016,2015,,H6IL08147,K000391,1275053,1476
2016,2015,,H6IL08154,,103517,119
2016,2015,,H6IL08162,,88245,170
2016,2015,,H6IL08170,,77830,52
2016,2015,,H6IL08188,,50310,90
2016,2015,,H6IL09145,,14200,18
2016,2015,,H6IL10135,,517468,868
2016,2015,,H6IL11117,,51600,50
2016,2015,,H6IL11133,,250,1
2016,2015,,H6IL12107,,43923,24
2016,2015,,H6IL13113,,3455,3
2016,2015,,H6IL13121,,1300,2
2016,2015,,H6IL18104,,58371,105
2016,2015,,H6IL18120,,7374,7
2016,2015,,H6IL18138,,100,1
2016,2015,,H6IN02155,,33600,63
2016,2015,,H6IN03211,,47633,40
2016,2015,,H6IN03229,B001299,132331,91
2016,2015,,H6IN03237,,113402,50
2016,2015,,H6IN03245,,407,2
2016,2015,,H6IN03252,,343070,301
2016,2015,,H6IN05216,,14268,35
2016,2015,,H6IN09143,H001093,63499,101
2016,2015,,H6IN09168,,15100,20
2016,2015,,H6IN09176,H001074,99477,16
2016,2015,,H6IN09200,,2300,2
2016,2015,,H6KS01146,H001057,159244,241
2016,2015,,H6KS01179,M001198,235190,247
2016,2015,,H6KS04165,,68800,61
2016,2015,,H6KY01110,C001108,160049,186
2016,2015,,H6KY01128,,214500,151
2016,2015,,H6KY03124,Y000062,5500,13
2016,2015,,H6LA04120,,2000,2
2016,2015,,H6LA07081,,244,2
2016,2015,,H6MA09164,,175,3
2016,2015,,H6MD01213,,11250,19
2016,2015,,H6MD02203,,2755,6
2016,2015,,H6MD03292,S001168,516980,346
2016,2015,,H6MD03441,,94700,64
2016,2015,,H6MD04209,B001304,152297,189
2016,2015,,H6MD04217,,89191,235
2016,2015,,H6MD04225,,33694,89
2016,2015,,H6MD04233,,107449,144
2016,2015,,H6MD04241,,7019,14
2016,2015,,H6MD04258,,7485,7
2016,2015,,H6MD04266,,7300,22
2016,2015,,H6MD05198,,2681,5
2016,2015,,H6MD06204,,19044,20
2016,2015,,H6MD06212,,94110,128
2016,2015,,H6MD06220,,7813,21
2016,2015,,H6MD08291,,328036,524
2016,2015,,H6MD08457,R000606,1058646,2008
2016,2015,,H6MD08465,,287312,478
2016,2015,,H6MD08473,,52650,70
2016,2015,,H6MD08481,,829166,908
2016,2015,,H6MD08507,,11428,27
2016,2015,,H6MD08523,,136909,197
2016,2015,,H6MD08531,,24670,30
2016,2015,,H6MD08549,T000483,818000,6
2016,2015,,H6ME01207,,13709,32
2016,2015,,H6ME02122,,55627,96
2016,2015,,H6MI01028,C000714,53466,91
2016,2015,,H6MI01200,,425386,583
2016,2015,,H6MI01218,,2950,2
2016,2015,,H6MI04113,U000031,561833,515
2016,2015,,H6MI08247,,279080,401
2016,2015,,H6MI10185,,23575,30
2016,2015,,H6MI10193,,56500,39
2016,2015,,H6MI10201,,35631,46
2016,2015,,H6MI13213,,16432,31
2016,2015,,H6MN01174,W000799,184200,269
2016,2015,,H6MN02123,,687475,347
2016,2015,,H6MN02131,C001119,461320,576
2016,2015,,H6MN02149,L000587,65558,77
2016,2015,,H6MN02156,,13884,37
2016,2015,,H6MN05183,E000288,306347,835
2016,2015,,H6MN06157,,108,1
2016,2015,,H6MO01253,,18115,22
2016,2015,,H6MO04216,,1400,3
2016,2015,,H6MO04224,,14165,18
2016,2015,,H6MO05189,,750,3
2016,2015,,H6MS01131,K000388,48150,74
2016,2015,,H6MS01149,,356920,286
2016,2015,,H6MS01156,,94685,113
2016,2015,,H6MS01164,,85574,87
2016,2015,,H6MS01172,,169204,268
2016,2015,,H6MS01198,,131956,25
2016,2015,,H6MS01206,,7850,6
2016,2015,,H6MS01214,,132223,131
2016,2015,,H6MS01222,,188368,202
2016,2015,,H6MS01255,,3450,7
2016,2015,,H6MT01095,,168491,227
2016,2015,,H6NC02114,,295700,226
2016,2015,,H6NC02122,,54024,39
2016,2015,,H6NC03138,,84308,53
2016,2015,,H6NC04037,P000523,113938,235
2016,2015,,H6NC05117,,11103,49
2016,2015,,H6NC06099,,12205,14
2016,2015,,H6NC06107,,7760,23
2016,2015,,H6NC08145,,1740,1
2016,2015,,H6NC09176,,47999,44
2016,2015,,H6NC11198,,500,1
2016,2015,,H6NE02125,B001298,176182,280
2016,2015,,H6NE03115,S001172,7575,21
2016,2015,,H6NH01230,S001170,104710,158
2016,2015,,H6NH01289,,190,3
2016,2015,,H6NH02162,,1000,2
2016,2015,,H6NJ01188,,600,2
2016,2015,,H6NJ05171,G000583,919902,824
2016,2015,,H6NJ07144,,5550,5
2016,2015,,H6NJ08118,P000096,54650,66
2016,2015,,H6NJ12136,L000567,65625,95
2016,2015,,H6NM03075,,1950,7
2016,2015,,H6NV01208,,1900,3
2016,2015,,H6NV03089,,130350,106
2016,2015,,H6NV03105,,17350,17
2016,2015,,H6NV04012,,159269,298
2016,2015,,H6NV04020,L000590,421257,536
2016,2015,,H6NV04038,,155230,238
2016,2015,,H6NY01118,,843661,723
2016,2015,,H6NY01126,,1023887,1113
2016,2015,,H6NY02124,,75688,190
2016,2015,,H6NY03031,S000480,233995,578
2016,2015,,H6NY05051,,56151,54
2016,2015,,H6NY11174,D000625,229871,350
2016,2015,,H6NY11182,,5752,25
2016,2015,,H6NY11190,,38350,69
2016,2015,,H6NY12123,,8400,4
2016,2015,,H6NY13097,G000579,32758,26
2016,2015,,H6NY13113,,78804,242
2016,2015,,H6NY13121,,15060,15
2016,2015,,H6NY18161,,5581,14
2016,2015,,H6NY18179,,6675,7
2016,2015,,H6NY18195,,3070,8
2016,2015,,H6NY19029,R000053,8191,14
2016,2015,,H6NY19169,F000464,596800,410
2016,2015,,H6NY19227,,5200,4
2016,2015,,H6NY21132,,33310,53
2016,2015,,H6NY23518,,250933,532
2016,2015,,H6NY24177,,87624,144
2016,2015,,H6NY24185,,107400,140
2016,2015,,H6NY25158,,5142,3
2016,2015,,H6OH04082,J000289,31559,32
2016,2015,,H6OH07119,,805,13
2016,2015,,H6OH08133,,2700,1
2016,2015,,H6OH08141,,94700,101
2016,2015,,H6OH08158,,3850,5
2016,2015,,H6OH08182,,91290,121
2016,2015,,H6OH08190,,2700,1
2016,2015,,H6OH12127,,1170,5
2016,2015,,H6OK02225,,60,2
2016,2015,,H6OK05251,,3000,7
2016,2015,,H6OR02116,W000791,394754,447
2016,2015,,H6OR03064,B000574,229273,291
2016,2015,,H6OR04047,D000191,34292,204
2016,2015,,H6OR04203,,610,2
2016,2015,,H6PA02155,,123775,164
2016,2015,,H6PA02163,,138849,276
2016,2015,,H6PA02171,E000296,301874,332
2016,2015,,H6PA08210,,8750,8
2016,2015,,H6PA08228,,157755,391
2016,2015,,H6PA10125,,280,3
2016,2015,,H6PA12089,,22000,15
2016,2015,,H6PA16197,P000373,22450,34
2016,2015,,H6PA16296,,43174,124
2016,2015,,H6PA16312,,30550,16
2016,2015,,H6PA16320,S001199,114600,44
2016,2015,,H6PA17161,,20236,30
2016,2015,,H6PR00074,,15200,12
2016,2015,,H6PR00082,G000582,59050,26
2016,2015,,H6PR01023,,1000,1
2016,2015,,H6SC01151,,26300,27
2016,2015,,H6SC04163,,25,1
2016,2015,,H6TN01388,R000582,237154,208
2016,2015,,H6TN04184,,548567,374
2016,2015,,H6TN09068,C001068,7050,15
2016,2015,,H6TX02079,B001291,18400,21
2016,2015,,H6TX03150,,30202,30
2016,2015,,H6TX03168,,6915,6
2016,2015,,H6TX03184,,25,1
2016,2015,,H6TX06146,,3500,3
2016,2015,,H6TX07110,,17000,9
2016,2015,,H6TX07128,,4700,9
2016,2015,,H6TX08167,,2550,4
2016,2015,,H6TX08175,,35401,19
2016,2015,,H6TX08183,,5475,10
2016,2015,,H6TX12060,G000377,330424,396
2016,2015,,H6TX13126,,4567,3
2016,2015,,H6TX15055,H000636,98100,39
2016,2015,,H6TX15147,,25670,69
2016,2015,,H6TX15162,G000581,2700,1
2016,2015,,H6TX15170,,53250,47
2016,2015,,H6TX15196,,41600,34
2016,2015,,H6TX15204,,3339,10
2016,2015,,H6TX15212,,7750,6
2016,2015,,H6TX17101,,15850,19
2016,2015,,H6TX18133,,7850,11
2016,2015,,H6TX18158,,3354,5
2016,2015,,H6TX19123,,34000,21
2016,2015,,H6TX19156,,3125,1
2016,2015,,H6TX21012,S000583,241450,199
2016,2015,,H6TX21210,,2800,5
2016,2015,,H6TX21228,,250,1
2016,2015,,H6TX21244,,4346,5
2016,2015,,H6TX22234,,526,6
2016,2015,,H6TX24149,,750,2
2016,2015,,H6TX25179,,1000,1
2016,2015,,H6TX27076,,4450,5
2016,2015,,H6TX29056,,5001,1
2016,2015,,H6TX29064,,73474,35
2016,2015,,H6TX31045,,210,4
2016,2015,,H6TX32043,,43400,38
2016,2015,,H6TX32050,,227335,154
2016,2015,,H6TX33017,,6874,4
2016,2015,,H6TX36010,,8800,5
2016,2015,,H6UT02390,,53950,4
2016,2015,,H6VA01117,S000185,53067,81
2016,2015,,H6VA07130,,6400,3
2016,2015,,H6VA10209,,233100,135
2016,2015,,H6VT00160,W000800,45950,86
2016,2015,,H6WA03176,,539,2
2016,2015,,H6WA03184,,511,2
2016,2015,,H6WA07425,,202250,185
2016,2015,,H6WA09025,S000510,112517,144
2016,2015,,H6WI01176,,4000,2
2016,2015,,H6WI03099,K000188,60808,77
2016,2015,,H6WI07140,,87010,100
2016,2015,,H6WV01087,,2250,11
2016,2015,,H6WV02093,,15417,20
2016,2015,,H8AZ01104,K000368,118580,488
2016,2015,,H8CA01109,T000460,374462,815
2016,2015,,H8CA04152,M001177,81182,246
2016,2015,,H8CA05035,P000197,314265,3298
2016,2015,,H8CA09060,L000551,207075,358
2016,2015,,H8CA12098,E000215,315318,242
2016,2015,,H8CA12171,S001175,168021,170
2016,2015,,H8CA20059,N000181,57700,39
2016,2015,,H8CA22089,C001036,3400,4
2016,2015,,H8CA34068,N000179,42525,70
2016,2015,,H8CA36097,H001063,1000,2
2016,2015,,H8CA42061,R000409,61800,75
2016,2015,,H8CO02137,P000598,482480,159
2016,2015,,H8CO06138,C001077,766678,766
2016,2015,,H8CT01046,L000557,38555,63
2016,2015,,H8CT04057,S001144,1000,2
2016,2015,,H8CT04172,H001047,534049,408
2016,2015,,H8FL00034,,509285,800
2016,2015,,H8FL06056,S000822,12858,1
2016,2015,,H8FL15107,P000599,175150,153
2016,2015,,H8FL16022,R000583,6400,3
2016,2015,,H8ID02064,S001148,124775,156
2016,2015,,H8IL09067,S001145,380710,441
2016,2015,,H8IL14067,F000454,718443,989
2016,2015,,H8IL14075,,14350,18
2016,2015,,H8IL18043,S001179,124750,58
2016,2015,,H8IN07176,,96968,84
2016,2015,,H8IN07184,C001072,244163,356
2016,2015,,H8KS02090,J000290,121485,107
2016,2015,,H8LA02054,R000588,45900,50
2016,2015,,H8LA04225,F000456,415769,226
2016,2015,,H8MA02041,N000015,33050,58
2016,2015,,H8MA05143,T000465,182096,323
2016,2015,,H8MA08071,C001037,26800,22
2016,2015,,H8MD01094,H001052,83937,116
2016,2015,,H8ME01120,P000597,6350,18
2016,2015,,H8MI01107,,123750,117
2016,2015,,H8MN06047,K000363,455107,260
2016,2015,,H8MO09153,L000569,133250,118
2016,2015,,H8MP00041,S001177,20650,23
2016,2015,,H8MS03067,H001045,33600,40
2016,2015,,H8NJ03073,P000034,266346,336
2016,2015,,H8NJ04014,S000522,134715,111
2016,2015,,H8NJ05052,G000548,335334,379
2016,2015,,H8NJ09088,,12909,44
2016,2015,,H8NM01257,L000580,348402,452
2016,2015,,H8NM03196,L000570,100976,132
2016,2015,,H8NV03036,T000468,184650,239
2016,2015,,H8NY06048,M001137,68027,73
2016,2015,,H8NY13069,,250,1
2016,2015,,H8NY19058,E000179,110910,163
2016,2015,,H8NY20056,L000480,954508,642
2016,2015,,H8NY21203,T000469,130147,355
2016,2015,,H8NY24066,H001051,54850,47
2016,2015,,H8NY29032,C001092,28775,32
2016,2015,,H8OH01043,C000266,202861,183
2016,2015,,H8OH02041,,3862,25
2016,2015,,H8OH05036,L000566,140971,157
2016,2015,,H8OH11141,F000455,10750,14
2016,2015,,H8OH15076,S001187,343000,337
2016,2015,,H8OR05107,S001180,157551,201
2016,2015,,H8PA01153,B001227,127250,93
2016,2015,,H8PA05071,T000467,333947,406
2016,2015,,H8PR00062,P000596,3250,7
2016,2015,,H8TN02069,D000533,16000,25
2016,2015,,H8TX22107,O000168,91295,70
2016,2015,,H8UT03089,C001076,238850,177
2016,2015,,H8VA01147,W000804,142865,186
2016,2015,,H8VA11062,C001078,353011,1131
2016,2015,,H8WA07132,M000404,69225,101
2016,2015,,H8WI01024,R000570,982236,1967
2016,2015,,H8WI09050,S000244,79049,101
2016,2015,,H8WY00148,L000571,31150,23
2016,2015,,P00003608,,11205,6
2016,2015,,P00003962,,2200,2
2016,2015,,P00004275,,12632,33
2016,2015,,P00004861,,166,2
2016,2015,,P20002721,S000059,275,2
2016,2015,,P20002838,,41155,2
