election_cycle,transaction_year,transaction_month,cand_id,bioguide_id,total_raised,transaction_count
1992,1991,,H6AL04023,,3313,6
1992,1991,,H6AL07075,,47650,130
1992,1991,,H6AR03029,,1000,1
1992,1991,,H6AR04019,,12000,23
1992,1991,,H6AZ01108,,23900,60
1992,1991,,H6AZ03112,S001044,1000,2
1992,1991,,H6AZ04110,K000352,17324,32
1992,1991,,H6CA02010,H000528,18100,39
1992,1991,,H6CA07043,M000725,64899,105
1992,1991,,H6CA09023,S000810,32750,53
1992,1991,,H6CA10013,,15850,38
1992,1991,,H6CA11011,,3750,5
1992,1991,,H6CA12035,,69600,173
1992,1991,,H6CA13116,,35260,69
1992,1991,,H6CA16036,,9250,17
1992,1991,,H6CA19022,,54110,153
1992,1991,,H6CA21135,,7500,16
1992,1991,,H6CA22026,,5000,8
1992,1991,,H6CA23024,,74100,135
1992,1991,,H6CA24048,W000215,149599,215
1992,1991,,H6CA39020,R000487,109053,285
1992,1991,,H6CO01034,,24250,51
1992,1991,,H6CO02032,,1317,2
1992,1991,,H6CO02081,,24490,50
1992,1991,,H6FL03016,,11000,32
1992,1991,,H6FL07033,,101700,185
1992,1991,,H6FL08056,,17670,38
1992,1991,,H6FL15044,,5500,8
1992,1991,,H6GA05217,L000287,2000,5
1992,1991,,H6GA06033,,101055,150
1992,1991,,H6GA09029,,800,4
1992,1991,,H6HI01113,,39750,71
1992,1991,,H6IA01015,L000169,250,1
1992,1991,,H6IA04043,,6250,13
1992,1991,,H6IL03023,,118425,185
1992,1991,,H6IL06026,H001022,42350,101
1992,1991,,H6IL07024,,4000,8
1992,1991,,H6IL09038,,1100,3
1992,1991,,H6IL11026,,7470,9
1992,1991,,H6IL12016,C000873,10900,19
1992,1991,,H6IL18021,,22815,46
1992,1991,,H6IN07030,,250,1
1992,1991,,H6IN10059,,2600,8
1992,1991,,H6KY03025,,2000,10
1992,1991,,H6KY04015,B001066,77700,126
1992,1991,,H6LA01084,,7500,15
1992,1991,,H6LA06083,B000072,7000,13
1992,1991,,H6LA07032,,6150,15
1992,1991,,H6MA03043,,27900,46
1992,1991,,H6MA08141,K000379,97050,214
1992,1991,,H6MD01015,,3750,12
1992,1991,,H6MD03177,C000141,4650,9
1992,1991,,H6MD07020,M000687,1500,3
1992,1991,,H6MD08051,,2000,2
1992,1991,,H6MI01028,C000714,13400,32
1992,1991,,H6MI02091,,1250,3
1992,1991,,H6MI03073,,44550,71
1992,1991,,H6MI04113,U000031,60250,120
1992,1991,,H6MI07108,K000172,11251,26
1992,1991,,H6MI09047,,1250,2
1992,1991,,H6MI12017,B000619,35515,64
1992,1991,,H6MI15036,,24750,50
1992,1991,,H6MI16034,D000355,48800,56
1992,1991,,H6MN04103,V000087,4000,8
1992,1991,,H6MO03119,G000132,1200,3
1992,1991,,H6MO04141,S000465,8300,18
1992,1991,,H6MO09066,,2700,6
1992,1991,,H6MS02014,,4900,11
1992,1991,,H6MS03020,,200,1
1992,1991,,H6MT02028,,163115,364
1992,1991,,H6NC01025,J000255,1900,3
1992,1991,,H6NC03047,,500,1
1992,1991,,H6NC05018,,1500,3
1992,1991,,H6NC07030,,2200,4
1992,1991,,H6NC10117,B000104,38250,69
1992,1991,,H6NJ12029,,41300,72
1992,1991,,H6NV01042,,73695,113
1992,1991,,H6NY02025,,33745,68
1992,1991,,H6NY04039,,8000,17
1992,1991,,H6NY13030,,22900,31
1992,1991,,H6NY20050,,1500,5
1992,1991,,H6NY26016,G000212,22775,53
1992,1991,,H6NY34028,,250,1
1992,1991,,H6OH01021,,500,1
1992,1991,,H6OH13018,,900,1
1992,1991,,H6OH13042,,21449,58
1992,1991,,H6OH14040,S000094,118,1
1992,1991,,H6OH15039,,7550,13
1992,1991,,H6OH16029,R000141,12000,13
1992,1991,,H6OH21052,,5500,8
1992,1991,,H6OK02100,,35428,88
1992,1991,,H6OK05038,,20899,50
1992,1991,,H6OK06036,,1250,3
1992,1991,,H6OR01019,,39500,76
1992,1991,,H6PA02023,,500,1
1992,1991,,H6PA05042,,22500,57
1992,1991,,H6PA08095,,22250,43
1992,1991,,H6PA09051,S000394,181250,263
1992,1991,,H6PA10026,,2500,3
1992,1991,,H6PA13020,,2000,2
1992,1991,,H6PA16098,,18450,44
1992,1991,,H6PA18151,,1050,2
1992,1991,,H6PA19043,G000291,7466,25
1992,1991,,H6PA20017,,2500,5
1992,1991,,H6PA22062,,1250,4
1992,1991,,H6SC01029,,17450,47
1992,1991,,H6SC03025,,3750,11
1992,1991,,H6SC04080,,13348,39
1992,1991,,H6SD00044,J000177,17000,58
1992,1991,,H6SD00044,J000285,17000,58
1992,1991,,H6TN01040,,34950,65
1992,1991,,H6TN03012,,33000,37
1992,1991,,H6TX01055,,1000,1
1992,1991,,H6TX07029,A000215,34675,68
1992,1991,,H6TX09025,,51226,71
1992,1991,,H6TX10049,,13550,29
1992,1991,,H6TX15014,,2740,6
1992,1991,,H6TX20022,,900,3
1992,1991,,H6TX21012,S000583,50203,82
1992,1991,,H6TX21111,,12874,2
1992,1991,,H6TX24057,F000392,146200,228
1992,1991,,H6UT02077,,30575,1
1992,1991,,H6VA02057,P000326,6532,15
1992,1991,,H6VA10050,W000672,5650,15
1992,1991,,H6VI00026,,4750,14
1992,1991,,H6WA06021,D000327,11750,28
1992,1991,,H6WI07033,O000007,13070,21
1992,1991,,H6WV04057,R000011,23300,61
1992,1991,,H8CA05035,P000197,14500,28
1992,1991,,H8CA10035,,2520,2
1992,1991,,H8CA12098,E000215,1500,2
1992,1991,,H8CA21065,,51150,66
1992,1991,,H8CA23046,,20591,25
1992,1991,,H8CA25017,,26425,48
1992,1991,,H8CA28029,D000373,500,2
1992,1991,,H8CA29027,,1000,2
1992,1991,,H8CA35032,D000492,25950,43
1992,1991,,H8CA37079,L000274,2000,2
1992,1991,,H8CA39026,,3800,8
1992,1991,,H8CA40065,,450,1
1992,1991,,H8CA40081,,1455,1
1992,1991,,H8CA42061,R000409,21280,48
1992,1991,,H8CT04057,S001144,34940,81
1992,1991,,H8CT06037,,350,1
1992,1991,,H8FL01024,,8650,15
1992,1991,,H8FL04028,,2600,6
1992,1991,,H8FL06056,S000822,14069,32
1992,1991,,H8FL11064,,3431,9
1992,1991,,H8FL13037,G000336,77100,151
1992,1991,,H8GA06112,,2000,4
1992,1991,,H8IL02039,,66800,155
1992,1991,,H8IL04035,,1000,1
1992,1991,,H8IL19025,,43131,2
1992,1991,,H8IN02060,P000587,45465,1
1992,1991,,H8IN08067,,1050,1
1992,1991,,H8LA04134,M000388,16700,35
1992,1991,,H8MA02041,N000015,18700,59
1992,1991,,H8MA10044,,21496,41
1992,1991,,H8MD06028,,22200,56
1992,1991,,H8MD06036,,820,2
1992,1991,,H8ME02029,S000663,34800,74
1992,1991,,H8MI08037,,4298,7
1992,1991,,H8MI11031,,11850,28
1992,1991,,H8MI12039,,500,1
1992,1991,,H8MI13102,,500,1
1992,1991,,H8MN01055,,18000,44
1992,1991,,H8MN04026,,250,1
1992,1991,,H8MN05023,S000005,9900,22
1992,1991,,H8MO07041,,7000,8
1992,1991,,H8MS04156,,6500,10
1992,1991,,H8MS04180,,7522,5
1992,1991,,H8MS04230,,41902,1
1992,1991,,H8MS05112,,500,1
1992,1991,,H8NC08034,,200,1
1992,1991,,H8NH01053,,8300,15
1992,1991,,H8NJ03057,,26374,4
1992,1991,,H8NJ07017,R000465,7000,12
1992,1991,,H8NJ13023,,207,1
1992,1991,,H8NJ13049,,9750,14
1992,1991,,H8NJ14013,,11100,15
1992,1991,,H8NY18076,,65300,87
1992,1991,,H8NY26046,,1509,1
1992,1991,,H8NY27036,W000099,800,4
1992,1991,,H8NY29016,,3200,8
1992,1991,,H8OH03015,H000074,7650,15
1992,1991,,H8OH07016,,14710,8
1992,1991,,H8OK01041,,12476,1
1992,1991,,H8OK02023,,224024,354
1992,1991,,H8PA15054,,22050,31
1992,1991,,H8RI01050,,60130,170
1992,1991,,H8SC06057,,5,1
1992,1991,,H8TN02069,D000533,4750,13
1992,1991,,H8TN08033,T000038,5450,11
1992,1991,,H8TX13080,,205,1
1992,1991,,H8TX17081,S000851,29684,77
1992,1991,,H8TX22065,,2135,8
1992,1991,,H8TX26017,,25603,2
1992,1991,,H8VA05064,,10800,28
1992,1991,,H8VT00067,,7127,6
1992,1991,,H8VT00083,,500,1
1992,1991,,H8VT01016,S000033,6961,3
1992,1991,,H8WA03065,,15781,39
1992,1991,,H8WI09050,S000244,17380,47
1992,1991,,P00000455,,250,1
1992,1991,,P00000489,,41681,86
1992,1991,,P00000695,,855,1
1992,1991,,P00000992,,1477,16
1992,1991,,P00001008,,4140,7
1992,1991,,P20000287,,3188,9
1992,1991,,P20000295,,2300,7
1992,1991,,P20000352,,143085,372
1992,1991,,P20000410,,1000,1
1992,1991,,P20000451,,2000,2
1992,1991,,P20000493,,1054,3
1992,1991,,P20000543,,8196,15
1992,1991,,P20000675,,200,1
1992,1991,,P20000709,,6350,16
1992,1991,,P20000717,,800,2
1992,1991,,P20000915,,6000,1
1992,1991,,P20001038,,82907,9
1992,1991,,P20001103,,6400,1
1992,1991,,P20001152,,6000,3
1992,1991,,P40000564,,1855,4
1992,1991,,P40001018,J000283,34000,52
1992,1991,,P60000452,,218788,598
1992,1991,,P60000494,,32550,14
1992,1991,,P60002250,,2250,3
1992,1991,,P80000060,,63650,74
1992,1991,,P80000268,,16137,3
1992,1991,,P80000433,,1525,49
1992,1991,,P80000581,G000132,500,5
1992,1991,,P80000789,,-17610,34
1992,1991,,P80000870,,3500,4
1992,1991,,P80000888,,1500,2
1992,1991,,P80001050,,14852,43
1992,1991,,P80001118,,42786,159
1992,1991,,P80001746,,1000,3
1992,1991,,P80002439,,23740,55
1992,1991,,P80002579,,8000,1
1992,1991,,S0AK00063,M001085,99000,36
1992,1991,,S0CO00112,,11958,35
1992,1991,,S0CO00120,C000077,1200,4
1992,1991,,S0CO00138,,36537,9
1992,1991,,S0FL00189,,5000,5
1992,1991,,S0IA00069,,250,1
1992,1991,,S0ID00065,,10000,1
1992,1991,,S0IL00162,,3100,4
1992,1991,,S0IN00061,H001030,34650,61
1992,1991,,S0KY00016,,-1000,1
1992,1991,,S0LA00097,,250,1
1992,1991,,S0MN00013,W000288,450,2
1992,1991,,S0MT00017,,18520,13
1992,1991,,S0NH00037,,1000,2
1992,1991,,S0NY00048,,500,2
1992,1991,,S0OR00121,,52075,69
1992,1991,,S0RI00018,,1360,2
1992,1991,,S0SD00062,,6863,16
1992,1991,,S0WA00019,G000333,54175,112
1992,1991,,S2AR00016,,16669,31
1992,1991,,S2AZ00067,,500,1
1992,1991,,S2AZ00075,,5551,17
1992,1991,,S2CA00302,M000249,10000,15
1992,1991,,S2CA00344,,408348,658
1992,1991,,S2CO00035,,2700,7
1992,1991,,S2CO00076,,1450,6
1992,1991,,S2GA00019,,27504,74
1992,1991,,S2GA00027,,17489,24
1992,1991,,S2IA00024,,3935,94
1992,1991,,S2ID00012,,52320,94
1992,1991,,S2IL00036,,4500,5
1992,1991,,S2KY00012,M000355,22625,69
1992,1991,,S2MD00164,,480,1
1992,1991,,S2MD00198,,24730,39
1992,1991,,S2ND00040,D000432,2900,6
1992,1991,,S2NJ00080,L000123,71600,92
1992,1991,,S2NM00021,B000468,48478,138
1992,1991,,S2NY00119,,139405,205
1992,1991,,S2OK00020,,93850,162
1992,1991,,S2OR00028,,139580,170
1992,1991,,S2PA00075,,12388,18
1992,1991,,S2PA00083,,127940,148
1992,1991,,S2UT00096,,22479,40
1992,1991,,S2WA00155,,42274,82
1992,1991,,S2WA00171,,6000,6
1992,1991,,S2WI00094,,18750,19
1992,1991,,S4CA00019,,246654,248
1992,1991,,S4CO00056,,1000,1
1992,1991,,S4IL00032,,41,1
1992,1991,,S4IL00040,,24087,40
1992,1991,,S4IN00014,L000504,32250,85
1992,1991,,S4LA00016,,3300,5
1992,1991,,S4MT00019,,20000,1
1992,1991,,S4TN00039,,2050,4
1992,1991,,S4VT00017,L000174,79084,157
1992,1991,,S6AZ00027,,35900,52
1992,1991,,S6CA00444,,1726,1
1992,1991,,S6DE00016,R000460,1000,1
1992,1991,,S6IN00084,,7694,1
1992,1991,,S6MD00066,S000064,3500,7
1992,1991,,S6MI00103,,37087,40
1992,1991,,S6NY00052,M001054,165650,202
1992,1991,,S6RI00056,,2950,4
1992,1991,,S6RI00155,,1250,2
1992,1991,,S6TN00042,,24200,29
1992,1991,,S6TX00016,,601850,743
1992,1991,,S6TX00040,G000365,866323,1134
1992,1991,,S6WI00046,,3000,3
1992,1991,,S6WI00061,K000305,1000,2
1992,1991,,S6WV00014,B001210,13000,13
1992,1991,,S6WY00043,,10500,33
1992,1991,,S8AL00050,,15700,21
1992,1991,,S8CT00022,L000304,70610,112
1992,1991,,S8DE00053,,14000,16
1992,1991,,S8FL00034,M001155,115355,284
1992,1991,,S8FL00034,M000019,115355,284
1992,1991,,S8ME00023,,3250,7
1992,1991,,S8MI00158,L000261,250,1
1992,1991,,S8MN00024,,4950,6
1992,1991,,S8MN00131,,55525,97
1992,1991,,S8MN00321,,8350,16
1992,1991,,S8MS00154,,7850,28
1992,1991,,S8MT00010,B000243,14000,14
1992,1991,,S8MT00119,B001126,31150,64
1992,1991,,S8ND00013,,6250,7
1992,1991,,S8NE00026,,2000,2
1992,1991,,S8NE00042,,3200,5
1992,1991,,S8NJ00038,,285,1
1992,1991,,S8NM00010,D000407,5800,13
1992,1991,,S8NM00101,,4435,2
1992,1991,,S8NV00016,B000993,124250,163
1992,1991,,S8OK00035,B001254,11926,24
1992,1991,,S8OR00017,,14650,17
1992,1991,,S8TX00020,,400,1
1992,1991,,S8VA00107,W000154,8360,18
1992,1991,,S8VA00156,R000295,2800,4
1992,1991,,S8WA00012,,50,1
1992,1991,,S8WY00023,,3000,3
1992,1992,,H0AK01020,,500,1
1992,1992,,H0AL02046,,5175,12
1992,1992,,H0AL03036,,16900,34
1992,1992,,H0AL03077,,29195,2
1992,1992,,H0AL03168,,1000,1
1992,1992,,H0AL05049,C000868,6650,15
1992,1992,,H0AR01026,,15682,37
1992,1992,,H0AR03014,,2402,5
1992,1992,,H0AS00018,F000010,1253,2
1992,1992,,H0AZ03222,,2750,7
1992,1992,,H0CA00017,,14600,28
1992,1992,,H0CA01064,,75603,149
1992,1992,,H0CA12046,,300,1
1992,1992,,H0CA14042,D000429,37255,58
1992,1992,,H0CA15031,C000670,7060,13
1992,1992,,H0CA19074,,3745,7
1992,1992,,H0CA26038,,20938,33
1992,1992,,H0CA31020,,250,1
1992,1992,,H0CA32044,,200,1
1992,1992,,H0CA33042,,1250,3
1992,1992,,H0CA36086,,4000,2
1992,1992,,H0CA37092,,964,3
1992,1992,,H0CA41011,,5750,14
1992,1992,,H0CA41078,,91221,161
1992,1992,,H0CA44031,,11300,15
1992,1992,,H0CA44049,,200,1
1992,1992,,H0CO04049,,43464,91
1992,1992,,H0CO05053,,326,1
1992,1992,,H0CT03072,D000216,14545,42
1992,1992,,H0CT04070,,-2000,2
1992,1992,,H0CT05085,,54650,72
1992,1992,,H0DC00033,,1500,2
1992,1992,,H0DC00058,N000147,40485,101
1992,1992,,H0FL01013,,15000,33
1992,1992,,H0FL02029,,250,1
1992,1992,,H0FL05014,M000350,23300,47
1992,1992,,H0FL09024,,3191,11
1992,1992,,H0FL11053,,3650,8
1992,1992,,H0FL12010,S000303,17200,54
1992,1992,,H0FL18025,R000435,250,1
1992,1992,,H0GA03017,B001262,19350,41
1992,1992,,H0GA04023,L000321,78963,153
1992,1992,,H0GA07059,,16063,20
1992,1992,,H0GA08024,,12625,26
1992,1992,,H0IA02040,N000172,72650,148
1992,1992,,H0IA05027,,750,2
1992,1992,,H0IL02010,,8700,14
1992,1992,,H0IL16093,,1632,2
1992,1992,,H0IL16101,,19302,52
1992,1992,,H0IL19022,,41362,1
1992,1992,,H0IN03065,R000385,13332,24
1992,1992,,H0IN04030,,1000,1
1992,1992,,H0IN04105,,1800,3
1992,1992,,H0IN10052,,4955,12
1992,1992,,H0KS01016,R000307,9450,23
1992,1992,,H0KS05033,,213394,89
1992,1992,,H0KY03093,,500,1
1992,1992,,H0KY07011,,5800,12
1992,1992,,H0LA02119,J000070,25650,46
1992,1992,,H0LA03018,T000058,8750,20
1992,1992,,H0LA04024,,3445,1
1992,1992,,H0LA08017,,26400,58
1992,1992,,H0LA08025,F000110,82050,133
1992,1992,,H0MA04036,F000339,94068,237
1992,1992,,H0MD01067,,7006,14
1992,1992,,H0MD02057,,50455,82
1992,1992,,H0MD08021,M000941,46195,85
1992,1992,,H0ME02026,,12100,24
1992,1992,,H0MI10071,C000071,66277,137
1992,1992,,H0MI12069,,84121,1
1992,1992,,H0MI13232,,900,1
1992,1992,,H0MI13273,,4850,10
1992,1992,,H0MI14149,,6050,17
1992,1992,,H0MI16078,,1900,4
1992,1992,,H0MI18058,,30265,85
1992,1992,,H0MN00013,R000033,146292,324
1992,1992,,H0MN06028,,12400,17
1992,1992,,H0MN06093,,6316,6
1992,1992,,H0MO02031,,1300,4
1992,1992,,H0MO02064,,28500,93
1992,1992,,H0MO03054,,864,2
1992,1992,,H0MO07048,,11243,25
1992,1992,,H0MO10018,,1000,3
1992,1992,,H0MS04047,,4158,1
1992,1992,,H0NC02018,,3600,8
1992,1992,,H0NC03040,,13729,36
1992,1992,,H0NC07058,,4540,17
1992,1992,,H0NE01021,,50,1
1992,1992,,H0NE02094,,69839,163
1992,1992,,H0NE03035,B000179,26169,70
1992,1992,,H0NH01100,,68468,150
1992,1992,,H0NJ01066,A000210,88950,162
1992,1992,,H0NJ09085,,17350,15
1992,1992,,H0NJ10026,P000604,25986,71
1992,1992,,H0NJ10026,P000149,25986,71
1992,1992,,H0NJ11032,,5050,8
1992,1992,,H0NJ12055,,67148,6
1992,1992,,H0NJ12089,,3000,4
1992,1992,,H0NM01015,,88300,175
1992,1992,,H0NM01098,,278,2
1992,1992,,H0NM02039,S000463,21937,45
1992,1992,,H0NY05021,,1000,2
1992,1992,,H0NY09056,,22878,56
1992,1992,,H0NY14106,,6290,19
1992,1992,,H0NY14130,,750,2
1992,1992,,H0NY16010,S000148,2750,4
1992,1992,,H0NY16036,,1000,1
1992,1992,,H0NY18065,S000248,2250,5
1992,1992,,H0NY30011,,250,1
1992,1992,,H0NY34054,,1130,2
1992,1992,,H0OH01024,,3500,9
1992,1992,,H0OH06049,,103400,194
1992,1992,,H0OH07021,H000666,14300,43
1992,1992,,H0OH08029,B000589,24475,52
1992,1992,,H0OH08037,,3222,6
1992,1992,,H0OH15040,,290,1
1992,1992,,H0OH16022,,3700,11
1992,1992,,H0OK03028,,17950,39
1992,1992,,H0OK04026,,80850,162
1992,1992,,H0OR03026,W000779,16500,22
1992,1992,,H0OR04016,,1550,4
1992,1992,,H0PA01176,,8000,8
1992,1992,,H0PA01218,,78100,210
1992,1992,,H0PA06043,,1535,2
1992,1992,,H0PA08056,,45,2
1992,1992,,H0PA11050,K000008,17502,40
1992,1992,,H0PA12041,,17650,61
1992,1992,,H0PA12074,,1110,4
1992,1992,,H0PA14039,C000846,68425,149
1992,1992,,H0PA15028,,1800,4
1992,1992,,H0PA18030,S000059,92600,242
1992,1992,,H0RI02071,R000122,24800,45
1992,1992,,H0RI02113,,95,1
1992,1992,,H0TX02049,,2000,1
1992,1992,,H0TX04037,H000067,850,2
1992,1992,,H0TX04052,,184,1
1992,1992,,H0TX08020,,11950,33
1992,1992,,H0TX09077,S000937,22400,38
1992,1992,,H0TX10075,,1000,1
1992,1992,,H0TX18037,,14200,35
1992,1992,,H0TX22021,,137874,288
1992,1992,,H0TX26014,,500,2
1992,1992,,H0UT01015,H000172,40425,87
1992,1992,,H0UT03037,,5150,9
1992,1992,,H0UT03078,,3650,9
1992,1992,,H0VA01029,,200,1
1992,1992,,H0VA03025,B000556,36915,86
1992,1992,,H0VA08040,M000933,109967,224
1992,1992,,H0VT00049,,8037,18
1992,1992,,H0WA02064,,1500,2
1992,1992,,H0WI02037,,27253,66
1992,1992,,H0WI03035,,20178,43
1992,1992,,H0WI04041,,4400,9
1992,1992,,H0WI06061,P000265,19605,64
1992,1992,,H0WV03029,,1800,11
1992,1992,,H2AL01036,,2000,3
1992,1992,,H2AL02042,,180072,384
1992,1992,,H2AL02059,,75250,112
1992,1992,,H2AL04014,,4200,12
1992,1992,,H2AL05037,,2451,9
1992,1992,,H2AL06019,,6550,22
1992,1992,,H2AL06035,B000013,54050,78
1992,1992,,H2AL06043,,45300,56
1992,1992,,H2AL06050,,64650,137
1992,1992,,H2AL06068,,18750,40
1992,1992,,H2AL07033,,3600,5
1992,1992,,H2AL07058,,6000,2
1992,1992,,H2AL07066,,500,1
1992,1992,,H2AL07074,,6203,21
1992,1992,,H2AR01022,L000035,6100,18
1992,1992,,H2AR03051,,25000,1
1992,1992,,H2AR03069,H001015,31950,45
1992,1992,,H2AR03077,,30200,56
1992,1992,,H2AR03085,,9511,38
1992,1992,,H2AR03119,,29832,64
1992,1992,,H2AR04034,,12450,23
1992,1992,,H2AR04042,,4429,14
1992,1992,,H2AR04067,D000312,34379,51
1992,1992,,H2AS00014,,12400,5
1992,1992,,H2AZ01073,,22470,56
1992,1992,,H2AZ01081,,3259,3
1992,1992,,H2AZ01099,,42510,95
1992,1992,,H2AZ01123,,4897,10
1992,1992,,H2AZ02014,K000306,85558,192
1992,1992,,H2AZ02048,,21908,2
1992,1992,,H2AZ02055,P000099,5350,11
1992,1992,,H2AZ02071,,900,2
1992,1992,,H2AZ02121,,11335,27
1992,1992,,H2AZ03020,,13487,31
1992,1992,,H2AZ04077,,12309,22
1992,1992,,H2AZ05058,,18299,38
1992,1992,,H2AZ05066,,23270,34
1992,1992,,H2AZ06015,,2500,9
1992,1992,,H2AZ06023,,12873,37
1992,1992,,H2AZ06049,,67096,144
1992,1992,,H2AZ06056,,28430,68
1992,1992,,H2AZ06064,,31119,85
1992,1992,,H2AZ06080,,2141,39
1992,1992,,H2AZ06098,,700,2
1992,1992,,H2CA00021,,57870,124
1992,1992,,H2CA00047,,43139,92
1992,1992,,H2CA00054,,3128,4
1992,1992,,H2CA00070,,2250,4
1992,1992,,H2CA01060,,200,1
1992,1992,,H2CA01078,,1915,9
1992,1992,,H2CA03033,,2402,29
1992,1992,,H2CA03041,,1325,4
1992,1992,,H2CA05038,,3459,19
1992,1992,,H2CA06101,,200,1
1992,1992,,H2CA06127,,52145,122
1992,1992,,H2CA06135,,20275,62
1992,1992,,H2CA06143,,53594,74
1992,1992,,H2CA06150,,53904,147
1992,1992,,H2CA06168,,10445,29
1992,1992,,H2CA06176,,1700,3
1992,1992,,H2CA06192,,33337,8
1992,1992,,H2CA07075,,48200,74
1992,1992,,H2CA08057,,17257,65
1992,1992,,H2CA09048,,49807,120
1992,1992,,H2CA10053,,17036,41
1992,1992,,H2CA10061,,500,1
1992,1992,,H2CA10079,,2350,5
1992,1992,,H2CA11028,,26700,31
1992,1992,,H2CA11036,,800,3
1992,1992,,H2CA11051,P000419,63104,136
1992,1992,,H2CA11069,,86101,189
1992,1992,,H2CA12059,,234008,466
1992,1992,,H2CA12075,,35520,100
1992,1992,,H2CA12083,,24049,54
1992,1992,,H2CA12091,,79111,144
1992,1992,,H2CA13032,,770,2
1992,1992,,H2CA14048,,1806,4
1992,1992,,H2CA16043,,442,2
1992,1992,,H2CA17025,,19840,39
1992,1992,,H2CA18015,,32143,53
1992,1992,,H2CA19047,,2450,7
1992,1992,,H2CA19054,R000004,17125,19
1992,1992,,H2CA19070,,20028,47
1992,1992,,H2CA20037,,1500,2
1992,1992,,H2CA20045,,45024,82
1992,1992,,H2CA21076,,1100,5
1992,1992,,H2CA21092,,6000,4
1992,1992,,H2CA22033,,1870361,176
1992,1992,,H2CA22041,,61535,111
1992,1992,,H2CA22090,,7396,28
1992,1992,,H2CA22108,,2000,1
1992,1992,,H2CA23049,,1500,6
1992,1992,,H2CA23064,,3149,16
1992,1992,,H2CA24054,,3141,7
1992,1992,,H2CA24062,,39425,47
1992,1992,,H2CA24088,,6117,51
1992,1992,,H2CA25028,,13634,23
1992,1992,,H2CA25036,M000508,78031,154
1992,1992,,H2CA26026,B000410,13250,24
1992,1992,,H2CA27016,,2000,2
1992,1992,,H2CA27024,,206459,406
1992,1992,,H2CA27073,,42367,63
1992,1992,,H2CA27107,H000213,186451,406
1992,1992,,H2CA27115,,4150,10
1992,1992,,H2CA27123,,6350,12
1992,1992,,H2CA28030,,3550,7
1992,1992,,H2CA28048,,1500,1
1992,1992,,H2CA29046,,1000,1
1992,1992,,H2CA29053,,67357,108
1992,1992,,H2CA30028,M000206,6250,10
1992,1992,,H2CA30069,,36439,63
1992,1992,,H2CA30077,,45399,81
1992,1992,,H2CA30085,,19340,35
1992,1992,,H2CA30093,,103450,5
1992,1992,,H2CA30101,,4100,7
1992,1992,,H2CA30127,,76168,97
1992,1992,,H2CA30135,,14565,34
1992,1992,,H2CA31067,,8300,15
1992,1992,,H2CA33048,R000486,35573,73
1992,1992,,H2CA34012,,50300,82
1992,1992,,H2CA34046,,500,1
1992,1992,,H2CA35050,,12324,3
1992,1992,,H2CA36058,,198864,313
1992,1992,,H2CA36074,,71037,139
1992,1992,,H2CA36207,,9168,15
1992,1992,,H2CA37023,C000059,31175,67
1992,1992,,H2CA37031,,57027,130
1992,1992,,H2CA37213,,43250,104
1992,1992,,H2CA37221,,3750,10
1992,1992,,H2CA37239,,3371,2
1992,1992,,H2CA38054,,58490,125
1992,1992,,H2CA38088,,45803,87
1992,1992,,H2CA38104,,17400,3
1992,1992,,H2CA39045,,3450,6
1992,1992,,H2CA41058,,77296,130
1992,1992,,H2CA41074,,1390,7
1992,1992,,H2CA42023,H001048,67245,114
1992,1992,,H2CA42023,H000981,67245,114
1992,1992,,H2CA42072,,12400,20
1992,1992,,H2CA42080,,1250,4
1992,1992,,H2CA42098,,1200,2
1992,1992,,H2CA43047,P000005,11400,23
1992,1992,,H2CA43229,,4677,7
1992,1992,,H2CA43237,,1752,7
1992,1992,,H2CA43245,T000472,24302,48
1992,1992,,H2CA43260,,800,4
1992,1992,,H2CA44052,,86759,186
1992,1992,,H2CA44078,,1350,4
1992,1992,,H2CA45042,,5050,11
1992,1992,,H2CA45067,,2414,8
1992,1992,,H2CA45075,,12388,31
1992,1992,,H2CA46016,,9644,1
1992,1992,,H2CA46024,,5600,12
1992,1992,,H2CA46032,,5500,15
1992,1992,,H2CA46065,,3544,6
1992,1992,,H2CA49010,,8700,17
1992,1992,,H2CA49069,,7893,17
1992,1992,,H2CA49077,,1750,5
1992,1992,,H2CA49093,,250,1
1992,1992,,H2CA49127,,4700,7
1992,1992,,H2CA49143,,4050,6
1992,1992,,H2CA50026,V000130,2585,5
1992,1992,,H2CA50034,F000116,104750,233
1992,1992,,H2CA50067,,39200,53
1992,1992,,H2CA51016,,250,1
1992,1992,,H2CA51024,,300,1
1992,1992,,H2CA51123,,1200,3
1992,1992,,H2CA52014,,250,1
1992,1992,,H2CA52048,,2000,1
1992,1992,,H2CO02031,,35925,55
1992,1992,,H2CO02049,,8700,11
1992,1992,,H2CO02064,,2050,4
1992,1992,,H2CO03054,M000477,65050,99
1992,1992,,H2CO03062,,29100,49
1992,1992,,H2CO05026,,550,2
1992,1992,,H2CO05034,,1498,6
1992,1992,,H2CO06081,,25155,51
1992,1992,,H2CO06099,,2183,5
1992,1992,,H2CT01015,,1705,4
1992,1992,,H2CT01106,,2600,10
1992,1992,,H2CT02039,,26343,69
1992,1992,,H2CT02047,,1000,2
1992,1992,,H2CT04027,,5200,11
1992,1992,,H2CT05032,,10410,29
1992,1992,,H2CT05057,,91507,183
1992,1992,,H2CT05065,,2100,4
1992,1992,,H2CT05099,,3000,4
